SalePrice,Neighborhood,LotArea,YrBuilt,HouseStyle,Foundation,RoofMatl,Ext1,Heating,Central Air,TtlBsmtSF,TotRmsAbvGrd,GarageType,Cars,GarageArea,NmbrBRs,YrSold_YYYY,MoSold_MM,SaleDate
210000,Edwards,10388,2003,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1347,7,Attachd,3,640,3,2013,1,2013-01-01
211000,Edwards,11870,2003,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,745,9,BuiltIn,3,700,4,2012,11,2012-11-01
205000,Edwards,11060,2003,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1150,9,BuiltIn,2,502,3,2014,4,2014-04-01
31649,Edwards,6845,1955,1-Story,P'Conc,CompShg,VinylSd,GasFWA,No,0,6,None,0,0,2,2013,12,2013-12-01
61000,Edwards,6845,1955,1-Story,P'Conc,CompShg,VinylSd,GasFWA,No,0,6,None,0,0,2,2013,10,2013-10-01
59552,Edwards,6845,1955,1-Story,P'Conc,CompShg,VinylSd,GasFWA,No,0,6,None,0,0,2,2013,1,2013-01-01
68693,Edwards,6882,1955,1-Story,Slab,CompShg,AsbShng,GasFWA,No,0,6,None,0,0,2,2012,7,2012-07-01
64100,Edwards,6845,1955,1-Story,P'Conc,CompShg,VinylSd,GasFWA,No,0,6,None,0,0,2,2013,5,2013-05-01
59552,Edwards,6845,1955,1-Story,P'Conc,CompShg,VinylSd,GasFWA,No,0,6,None,0,0,2,2013,1,2013-01-01
69422,Edwards,6845,1955,1-Story,Slab,CompShg,AsbShng,GasFWA,No,0,6,None,0,0,2,2012,7,2012-07-01
69422,Edwards,6845,1955,1-Story,Slab,CompShg,AsbShng,GasFWA,No,0,6,None,0,0,2,2012,7,2012-07-01
71885,Edwards,6845,1955,1-Story,Slab,CompShg,AsbShng,GasFWA,No,0,6,None,0,0,2,2012,7,2012-07-01
197500,Edwards,8625,2011,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1418,8,Attachd,2,434,3,2012,4,2012-04-01
194072,Edwards,9011,2012,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1413,8,Attachd,2,484,3,2012,7,2012-07-01
233652,Edwards,12661,2012,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1418,6,Attachd,2,435,3,2012,5,2012-05-01
208740,Edwards,11853,2012,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1514,9,Attachd,3,680,3,2012,7,2012-07-01
202998,Edwards,9140,2012,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1474,8,Attachd,3,646,3,2013,2,2013-02-01
33006,Edwards,9140,2012,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1474,8,Attachd,3,646,3,2012,3,2012-03-01
176886,Edwards,9731,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1319,7,Attachd,2,437,3,2013,5,2013-05-01
33994,Edwards,9731,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1319,7,Attachd,2,437,3,2012,3,2012-03-01
263045,Edwards,7830,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1567,7,Attachd,2,539,3,2013,6,2013-06-01
30984,Edwards,7830,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1567,7,Attachd,2,539,3,2012,6,2012-06-01
260000,Edwards,10588,2007,1-Story,P'Conc,CompShg,CemntBd,GasFWA,Yes,1484,7,Attachd,2,486,3,2013,4,2013-04-01
266582,Edwards,8994,2013,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,751,9,BuiltIn,3,861,3,2013,4,2013-04-01
325530,Edwards,9476,2013,1-Story,P'Conc,CompShg,CemntBd,GasFWA,Yes,1585,9,Attachd,3,696,3,2014,6,2014-06-01
71378,Edwards,9476,2013,1-Story,P'Conc,CompShg,CemntBd,GasFWA,Yes,1585,9,Attachd,3,696,3,2013,9,2013-09-01
74622,Edwards,10105,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2013,9,2013-09-01
293811,Edwards,7985,2013,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,990,6,BuiltIn,3,786,3,2013,12,2013-12-01
55000,Edwards,7985,2013,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,990,6,BuiltIn,3,786,3,2013,8,2013-08-01
195319,Edwards,10703,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1431,8,Attachd,2,489,3,2013,5,2013-05-01
25000,Edwards,10703,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1431,8,Attachd,2,489,3,2012,2,2012-02-01
281342,Edwards,10212,2012,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1712,8,Attachd,3,784,3,2012,5,2012-05-01
25000,Edwards,10212,2012,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1712,8,Attachd,3,784,3,2012,2,2012-02-01
144000,Edwards,3675,2005,S/Level,P'Conc,CompShg,VinylSd,GasFWA,Yes,547,5,Basment,2,525,2,2014,3,2014-03-01
140500,Edwards,3675,2005,S/Foyer,P'Conc,CompShg,VinylSd,GasFWA,Yes,547,5,Basment,2,525,2,2012,5,2012-05-01
148000,Edwards,3675,2005,S/Foyer,P'Conc,CompShg,VinylSd,GasFWA,Yes,547,5,Basment,2,525,2,2014,6,2014-06-01
41127,Edwards,3675,2013,S/Foyer,P'Conc,CompShg,VinylSd,GasFWA,Yes,560,6,Basment,2,513,2,2014,6,2014-06-01
161215,Edwards,3675,2013,S/Foyer,P'Conc,CompShg,VinylSd,GasFWA,Yes,560,6,Basment,2,513,2,2014,2,2014-02-01
48873,Edwards,3673,2013,S/Foyer,P'Conc,CompShg,VinylSd,GasFWA,Yes,560,6,Basment,2,513,2,2014,6,2014-06-01
161215,Edwards,3673,2013,S/Foyer,P'Conc,CompShg,VinylSd,GasFWA,Yes,560,6,Basment,2,513,2,2014,2,2014-02-01
161214,Edwards,3672,2013,S/Foyer,P'Conc,CompShg,VinylSd,GasFWA,Yes,560,6,Basment,2,513,2,2014,1,2014-01-01
161215,Edwards,3672,2013,S/Foyer,P'Conc,CompShg,VinylSd,GasFWA,Yes,560,6,Basment,2,513,2,2014,1,2014-01-01
161215,Edwards,3672,2013,S/Foyer,P'Conc,CompShg,VinylSd,GasFWA,Yes,560,6,Basment,2,513,2,2014,2,2014-02-01
161215,Edwards,3671,2013,S/Foyer,P'Conc,CompShg,VinylSd,GasFWA,Yes,560,6,Basment,2,513,2,2014,2,2014-02-01
138000,Edwards,5987,2004,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,976,7,Detachd,2,380,3,2013,7,2013-07-01
143500,Edwards,2522,2004,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,970,7,Detachd,2,380,3,2013,10,2013-10-01
137600,Edwards,2522,2004,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,970,7,Detachd,2,380,3,2012,6,2012-06-01
139000,Edwards,2522,2004,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,970,7,Detachd,2,380,3,2012,8,2012-08-01
138000,Edwards,2522,2004,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,970,7,Detachd,2,380,3,2012,2,2012-02-01
220000,Edwards,13304,2003,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1348,9,BuiltIn,2,620,4,2013,4,2013-04-01
105000,Edwards,16725,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2013,1,2013-01-01
105000,Edwards,17094,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2013,12,2013-12-01
130000,Edwards,20049,2013,1-Story,P'Conc,CompShg,CemntBd,GasFWA,Yes,2406,2,Attachd,3,1217,7,2013,7,2013-07-01
118000,Edwards,9405,1947,1-Story,C'Block,CompShg,VinylSd,GasFWA,Yes,698,4,No Data,0,0,2,2012,3,2012-03-01
120000,Edwards,6410,1960,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,960,5,None,0,0,3,2014,4,2014-04-01
113000,Edwards,6410,1959,1-Story,C'Block,CompShg,AsbShng,GasFWA,Yes,876,5,Detachd,1,320,3,2014,1,2014-01-01
135000,Edwards,11395,1959,1-Story,P'Conc,CompShg,Wd Sdng,GasFWA,Yes,1803,6,Attachd,1,399,3,2013,7,2013-07-01
113000,Edwards,9745,1920,1-Story,Brk/Til,CompShg,MetalSd,GasFWA,Yes,675,4,Detachd,2,576,2,2013,9,2013-09-01
106000,Edwards,4060,1922,1-Story,P'Conc,CompShg,Wd Sdng,GasFWA,Yes,864,5,None,0,0,2,2012,4,2012-04-01
112000,Edwards,10206,1952,1-Story,Slab,Tar&Grv,BrkComm,GasHWat,No,0,4,Detachd,2,528,2,2014,7,2014-07-01
137000,WllwCr2,19315,1978,2-Story,C'Block,Tar&Grv,Wd Sdng,GasFWA,Yes,515,5,Basment,1,267,2,2013,12,2013-12-01
123500,WllwCr2,19315,1978,2-Story,C'Block,Tar&Grv,Wd Sdng,GasFWA,Yes,515,5,Basment,1,267,2,2012,2,2012-02-01
147000,WllwCr2,22287,1978,2-Story,C'Block,Tar&Grv,Wd Sdng,GasFWA,Yes,515,7,Basment,1,267,3,2014,4,2014-04-01
122500,WllwCr2,19315,1978,2-Story,C'Block,Tar&Grv,Wd Sdng,GasFWA,Yes,515,5,Basment,1,267,2,2012,6,2012-06-01
124500,WllwCr2,19315,1978,2-Story,C'Block,Tar&Grv,Wd Sdng,GasFWA,Yes,515,5,Basment,1,267,2,2013,11,2013-11-01
137000,WllwCr2,19315,1978,2-Story,C'Block,Tar&Grv,Wd Sdng,GasFWA,Yes,515,5,Basment,1,267,2,2013,3,2013-03-01
143000,WllwCr2,22287,1978,2-Story,C'Block,Tar&Grv,Wd Sdng,GasFWA,Yes,515,7,Basment,1,267,3,2012,3,2012-03-01
157000,Edwards,8546,2003,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1121,5,Attachd,2,440,2,2013,1,2013-01-01
169443,Edwards,3672,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,860,5,Attachd,2,428,1,2014,7,2014-07-01
169443,Edwards,3672,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,860,5,Attachd,2,428,1,2014,7,2014-07-01
39685,Edwards,3672,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,994,5,Attachd,2,425,1,2013,10,2013-10-01
39685,Edwards,3672,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,994,5,Attachd,2,426,1,2013,10,2013-10-01
39685,Edwards,3672,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,994,5,Attachd,2,425,1,2013,10,2013-10-01
40945,Edwards,3788,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,994,5,Attachd,2,426,1,2013,10,2013-10-01
168000,Edwards,9355,2003,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1121,5,Attachd,2,440,2,2013,9,2013-09-01
37996,Edwards,4268,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,965,4,Attachd,2,460,1,2013,10,2013-10-01
38001,Edwards,4269,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,965,4,Attachd,2,460,1,2013,10,2013-10-01
38001,Edwards,4269,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,965,4,Attachd,2,460,1,2013,10,2013-10-01
38001,Edwards,4269,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,965,4,Attachd,2,460,1,2013,10,2013-10-01
38001,Edwards,4269,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,965,4,Attachd,2,460,1,2013,10,2013-10-01
37991,Edwards,4269,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,965,4,Attachd,2,460,1,2013,10,2013-10-01
37991,Edwards,4269,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,965,4,Attachd,2,460,1,2013,10,2013-10-01
38006,Edwards,4270,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,965,4,Attachd,2,460,1,2013,10,2013-10-01
38006,Edwards,4270,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,965,4,Attachd,2,460,1,2013,10,2013-10-01
38006,Edwards,4270,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,965,4,Attachd,2,460,1,2013,10,2013-10-01
167356,Edwards,4713,2013,S/Foyer,P'Conc,CompShg,VinylSd,GasFWA,Yes,560,6,Basment,2,513,2,2014,7,2014-07-01
118000,Edwards,6931,1946,2-Story,C'Block,CompShg,VinylSd,GasFWA,Yes,972,6,Detachd,1,228,2,2013,6,2013-06-01
90000,Edwards,6931,1955,1-Story,C'Block,CompShg,Wd Sdng,GasFWA,No,784,4,None,0,0,2,2012,5,2012-05-01
124500,Edwards,8741,1945,1.5 Fin,C'Block,CompShg,MetalSd,GasFWA,Yes,735,7,Detachd,1,220,3,2013,4,2013-04-01
80566,Edwards,8741,1946,1-Story,C'Block,CompShg,MetalSd,GasHWat,No,866,4,None,0,0,2,2012,6,2012-06-01
58000,Edwards,11817,1946,1.5 Fin,P'Conc,CompShg,VinylSd,GasFWA,No,1043,5,Detachd,1,240,3,2013,12,2013-12-01
58000,Edwards,11817,1946,1.5 Fin,P'Conc,CompShg,VinylSd,GasFWA,No,1043,5,Detachd,1,240,3,2012,11,2012-11-01
103000,Edwards,8405,1945,1.5 Fin,Slab,CompShg,WdShing,WallHtr,No,0,9,Detachd,1,240,4,2014,6,2014-06-01
100000,Edwards,8405,1946,1.5 Fin,Slab,CompShg,MetalSd,GasFWA,Yes,0,6,Detachd,1,280,3,2014,4,2014-04-01
125000,Edwards,11700,1918,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,793,6,Detachd,2,576,3,2013,11,2013-11-01
65000,Edwards,4270,1931,1-Story,Brk/Til,CompShg,MetalSd,GasFWA,Yes,544,6,None,0,0,3,2013,11,2013-11-01
48825,Edwards,4270,1931,1-Story,Brk/Til,CompShg,MetalSd,GasFWA,Yes,544,6,None,0,0,3,2013,8,2013-08-01
136500,Edwards,8410,1946,1.5 Fin,C'Block,CompShg,VinylSd,GasFWA,Yes,930,8,Detachd,1,240,4,2012,5,2012-05-01
113146,Edwards,11767,1910,2-Story,C'Block,CompShg,MetalSd,GasFWA,No,560,6,Detachd,1,384,2,2013,7,2013-07-01
140000,Edwards,8172,1954,1.5 Fin,P'Conc,CompShg,MetalSd,GasFWA,Yes,941,7,Detachd,1,548,4,2013,3,2013-03-01
115000,Edwards,8172,1955,1-Story,C'Block,CompShg,MetalSd,GasFWA,Yes,768,4,Detachd,1,355,2,2012,10,2012-10-01
139000,Edwards,8172,1956,1-Story,C'Block,CompShg,AsbShng,GasFWA,Yes,962,8,BuiltIn,2,626,3,2014,5,2014-05-01
124000,Edwards,8172,1955,1-Story,C'Block,CompShg,WdShing,GasFWA,Yes,864,5,Detachd,2,572,2,2012,12,2012-12-01
106000,Edwards,8172,1955,1-Story,P'Conc,CompShg,AsbShng,GasFWA,Yes,768,5,Attachd,1,312,2,2014,5,2014-05-01
115000,Edwards,8172,1955,1-Story,C'Block,CompShg,WdShing,GasFWA,Yes,864,5,Detachd,2,484,2,2013,7,2013-07-01
137500,Edwards,16466,1955,1.5 Fin,P'Conc,CompShg,MetalSd,GasFWA,Yes,816,8,Attachd,1,300,3,2014,3,2014-03-01
125000,Edwards,16466,1955,1.5 Fin,P'Conc,CompShg,MetalSd,GasFWA,Yes,816,8,Attachd,1,300,3,2012,3,2012-03-01
156000,Edwards,8562,1957,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1216,7,Basment,1,364,4,2013,6,2013-06-01
138000,Edwards,7692,1956,1-Story,C'Block,CompShg,WdShing,GasFWA,Yes,816,5,Attachd,1,263,2,2013,9,2013-09-01
157500,Edwards,6732,1963,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,728,6,Basment,1,364,3,2014,1,2014-01-01
118000,Edwards,10237,1955,1-Story,C'Block,CompShg,WdShing,GasFWA,Yes,768,4,Detachd,2,768,2,2012,7,2012-07-01
130000,Edwards,8190,1955,1-Story,C'Block,CompShg,Wd Sdng,GasFWA,No,960,6,Attachd,1,324,3,2014,3,2014-03-01
70000,Edwards,8190,1955,1-Story,C'Block,CompShg,Wd Sdng,GasFWA,No,960,6,Attachd,1,324,3,2013,9,2013-09-01
134900,WllwCr1,17087,1976,1-Story,C'Block,CompShg,BrkFace,HeatPmp,Yes,0,6,Basment,3,600,3,2013,4,2013-04-01
78700,WllwCr1,11143,1976,1-Story,C'Block,CompShg,BrkFace,HeatPmp,Yes,0,3,Basment,1,200,1,2014,8,2014-08-01
73000,WllwCr1,11143,1976,1-Story,C'Block,CompShg,BrkFace,HeatPmp,Yes,0,3,Basment,1,200,1,2013,8,2013-08-01
103000,WllwCr1,15601,1976,1-Story,C'Block,CompShg,BrkFace,HeatPmp,Yes,0,5,Basment,2,400,1,2012,8,2012-08-01
140000,WllwCr2,19315,1978,2-Story,C'Block,Tar&Grv,Wd Sdng,GasFWA,Yes,515,5,Basment,1,267,2,2013,7,2013-07-01
132000,WllwCr2,19315,1978,2-Story,C'Block,Tar&Grv,Wd Sdng,GasFWA,Yes,515,5,Basment,1,267,2,2014,5,2014-05-01
131750,WllwCr2,19315,1978,2-Story,C'Block,Tar&Grv,Wd Sdng,GasFWA,Yes,515,5,Basment,1,267,2,2014,7,2014-07-01
120000,Edwards,10130,1899,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,No,728,8,None,0,0,3,2013,2,2013-02-01
105000,Edwards,12354,1920,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,684,7,Detachd,2,528,3,2012,10,2012-10-01
115000,Edwards,12354,1940,2-Story,C'Block,CompShg,Wd Sdng,GasFWA,Yes,574,7,Detachd,2,528,3,2013,2,2013-02-01
121900,Edwards,10998,1941,1.5 Fin,C'Block,CompShg,Wd Sdng,GasFWA,Yes,984,6,Detachd,2,660,3,2012,8,2012-08-01
91000,S&W ISU,6204,1912,2.5 Fin,P'Conc,CompShg,Wd Sdng,GasFWA,No,795,10,Detachd,1,440,5,2013,9,2013-09-01
136808,S&W ISU,6204,1912,2.5 Fin,P'Conc,CompShg,Wd Sdng,GasFWA,No,795,10,Detachd,1,440,5,2013,4,2013-04-01
125000,S&W ISU,5222,1929,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,No,784,4,None,0,0,4,2013,2,2013-02-01
97000,MsCondo,1037,1973,2-Story,C'Block,CompShg,Plywood,GasFWA,Yes,169,4,Basment,1,331,2,2013,7,2013-07-01
94500,MsCondo,1037,1973,2-Story,C'Block,CompShg,Plywood,GasFWA,Yes,169,4,Basment,1,331,2,2013,9,2013-09-01
115000,S&W ISU,8400,1941,1.5 Fin,Brk/Til,CompShg,AsbShng,GasFWA,Yes,528,6,Attachd,1,200,2,2013,7,2013-07-01
121500,S&W ISU,5000,1924,1.5 Fin,Brk/Til,CompShg,BrkFace,GasFWA,Yes,1026,6,Detachd,1,308,3,2012,12,2012-12-01
135000,S&W ISU,7890,1939,1-Story,C'Block,CompShg,Wd Sdng,GasFWA,Yes,856,4,Detachd,2,399,2,2014,6,2014-06-01
125000,S&W ISU,8890,1922,1-Story,Brk/Til,CompShg,BrkFace,Gravity,No,1136,8,Detachd,1,336,2,2014,9,2014-09-01
169800,S&W ISU,10939,1923,2-Story,P'Conc,CompShg,Wd Sdng,Gravity,No,1296,12,None,0,0,6,2012,10,2012-10-01
204000,S&W ISU,15863,1941,2-Story,C'Block,CompShg,Stucco,GasFWA,Yes,816,7,Attachd,2,515,4,2012,6,2012-06-01
103603,S&W ISU,6430,1921,2-Story,Brk/Til,CompShg,VinylSd,GasFWA,No,704,6,None,0,0,4,2013,3,2013-03-01
143000,S&W ISU,7753,1938,2-Story,Brk/Til,CompShg,Stucco,GasFWA,Yes,908,7,No Data,0,0,3,2012,5,2012-05-01
129900,S&W ISU,9839,1931,1.5 Fin,P'Conc,CompShg,VinylSd,GasFWA,Yes,894,7,None,0,0,3,2013,8,2013-08-01
200000,Crawfor,11097,1915,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,671,9,Detachd,2,600,4,2014,7,2014-07-01
109000,Crawfor,10594,1926,1.5 Unf,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,768,5,Detachd,1,200,2,2012,11,2012-11-01
156500,Crawfor,10600,1920,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,840,8,Detachd,2,550,3,2013,9,2013-09-01
153000,Crawfor,6821,1921,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,651,8,Detachd,1,240,2,2012,6,2012-06-01
157000,Crawfor,8574,1916,1-Story,Brk/Til,CompShg,Stucco,GasFWA,Yes,816,6,Detachd,2,440,3,2013,7,2013-07-01
145000,Crawfor,8969,1926,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,644,6,Detachd,1,369,2,2012,4,2012-04-01
205000,Crawfor,8192,1930,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,884,8,Detachd,2,518,4,2013,9,2013-09-01
174500,S&W ISU,7200,1936,2-Story,P'Conc,CompShg,Wd Sdng,GasFWA,Yes,560,6,Detachd,2,576,3,2014,5,2014-05-01
175000,S&W ISU,11640,1955,1-Story,C'Block,CompShg,BrkFace,GasHWat,Yes,1221,8,Detachd,1,352,4,2012,11,2012-11-01
180000,Crawfor,15576,1915,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,840,8,Attachd,1,308,4,2013,6,2013-06-01
167000,Crawfor,15566,1909,1.5 Fin,Brk/Til,CompShg,HdBoard,GasFWA,No,1102,7,Detachd,1,216,3,2012,9,2012-09-01
151000,Crawfor,4000,1930,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,531,5,Detachd,1,216,2,2014,4,2014-04-01
236000,Crawfor,12864,1930,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,960,8,Detachd,2,400,4,2014,8,2014-08-01
145500,Crawfor,7155,1918,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,600,6,Detachd,1,215,3,2012,5,2012-05-01
189500,Crawfor,12600,1910,1-Story,Brk/Til,CompShg,MetalSd,GasFWA,Yes,1139,7,Attachd,2,473,3,2014,5,2014-05-01
200000,Bluestm,3907,1988,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1132,4,Attachd,2,509,1,2014,6,2014-06-01
170000,Bluestm,3907,1991,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1172,4,Attachd,2,530,1,2014,2,2014-02-01
190000,Bluestm,3907,1991,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1214,5,Attachd,2,554,2,2014,7,2014-07-01
105000,IDOT&RR,6000,1940,1.5 Fin,C'Block,CompShg,VinylSd,GasFWA,Yes,720,5,Detachd,1,240,3,2012,6,2012-06-01
114500,IDOT&RR,9060,1916,1.5 Unf,Brk/Til,CompShg,MetalSd,GasFWA,Yes,914,5,Detachd,1,363,2,2012,8,2012-08-01
222000,Crawfor,7642,1918,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,912,7,Detachd,1,216,3,2013,4,2013-04-01
115000,Crawfor,4280,1913,1-Story,P'Conc,CompShg,WdShing,GasFWA,Yes,440,4,Detachd,1,352,2,2014,5,2014-05-01
125000,S&W ISU,10164,1939,1.5 Fin,C'Block,CompShg,VinylSd,GasFWA,Yes,992,6,Detachd,1,240,3,2013,1,2013-01-01
137000,S&W ISU,6191,1941,1.5 Fin,C'Block,CompShg,VinylSd,GasFWA,Yes,819,6,Detachd,1,240,4,2012,7,2012-07-01
106750,S&W ISU,10480,1939,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,956,9,None,0,0,4,2012,8,2012-08-01
145000,Crawfor,18089,1923,1.5 Fin,Brk/Til,CompShg,Wd Sdng,OthrHW,No,1008,8,Detachd,2,400,3,2013,9,2013-09-01
155000,Crawfor,13108,1951,1-Story,C'Block,CompShg,Wd Sdng,GasFWA,Yes,0,7,Attachd,2,400,2,2012,8,2012-08-01
293500,Crawfor,16020,1935,1.5 Fin,C'Block,CompShg,Wd Sdng,GasFWA,Yes,540,7,Attachd,2,486,3,2012,4,2012-04-01
203000,Crawfor,14140,1919,2.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,No,1027,11,Detachd,1,290,4,2012,9,2012-09-01
262450,Crawfor,21780,1930,2-Story,P'Conc,CompShg,Stucco,GasHWat,Yes,832,8,Detachd,2,739,3,2012,1,2012-01-01
172000,Crawfor,21780,1920,2-Story,P'Conc,CompShg,Wd Sdng,GasFWA,Yes,817,7,Detachd,1,318,3,2012,5,2012-05-01
250000,Crawfor,24040,1995,1-Story,P'Conc,CompShg,BrkFace,GasFWA,Yes,1908,7,Attachd,2,592,3,2013,9,2013-09-01
205500,Crawfor,11435,1929,2-Story,P'Conc,CompShg,BrkFace,GasFWA,Yes,792,7,Detachd,2,400,3,2012,5,2012-05-01
175000,Crawfor,10720,1969,S/Foyer,C'Block,CompShg,HdBoard,GasFWA,Yes,1080,7,Basment,2,664,3,2012,3,2012-03-01
215000,Crawfor,12320,1929,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,774,8,2 Types,2,545,3,2014,6,2014-06-01
240000,Crawfor,11700,1937,1.5 Fin,C'Block,CompShg,WdShing,GasFWA,Yes,942,7,Detachd,1,240,4,2014,7,2014-07-01
203000,Crawfor,14680,1960,1-Story,C'Block,CompShg,CemntBd,GasFWA,Yes,1273,5,Attachd,1,307,2,2013,7,2013-07-01
136500,Crawfor,6580,1920,1-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,1126,6,Detachd,1,288,2,2014,6,2014-06-01
128300,Crawfor,6580,1920,1-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,1126,6,Detachd,1,288,2,2013,8,2013-08-01
125358,Crawfor,6580,1920,1-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,1126,6,Detachd,1,288,2,2013,4,2013-04-01
235000,Crawfor,11500,1936,1.5 Fin,C'Block,CompShg,BrkFace,GasFWA,Yes,1017,6,Attachd,1,180,3,2012,5,2012-05-01
203000,Crawfor,9840,1948,1.5 Fin,C'Block,CompShg,VinylSd,GasFWA,Yes,835,8,Attachd,2,528,4,2014,7,2014-07-01
267000,Crawfor,17830,1936,2-Story,C'Block,CompShg,MetalSd,GasFWA,Yes,697,7,Detachd,2,528,3,2014,7,2014-07-01
415900,Crawfor,14100,1935,1.5 Fin,C'Block,CompShg,Stucco,GasFWA,Yes,728,11,Basment,3,1014,5,2012,6,2012-06-01
193000,Crawfor,12600,1931,2-Story,Brk/Til,CompShg,Stucco,GasFWA,Yes,669,7,Detachd,2,370,3,2012,3,2012-03-01
325000,Crawfor,16900,1941,2-Story,C'Block,CompShg,Wd Sdng,GasFWA,Yes,1044,7,Attachd,2,534,4,2013,11,2013-11-01
292000,Crawfor,11670,1939,2-Story,C'Block,CompShg,WdShing,GasFWA,Yes,894,10,Attachd,2,643,4,2014,5,2014-05-01
235000,Crawfor,10008,1950,1.5 Fin,C'Block,CompShg,VinylSd,GasFWA,Yes,780,6,Attachd,1,260,3,2013,9,2013-09-01
315000,Crawfor,12392,1950,1.5 Fin,C'Block,CompShg,VinylSd,GasFWA,Yes,832,8,Attachd,2,602,3,2013,7,2013-07-01
